source_division,name,alliance,cards,source_deck_descriptor,vanilla_deck_name_key,ysmxwifxwto_limited_code,ysmxwifxwto_unlimited_code,vanilla_official_icon_code,ysmxwifxwto_official_icon_code
Descriptor_Deck_Division_NATO_Garnison_Berlin_multi,BERLIN COMMAND,NATO,36,Descriptor_Deck_NATO_Garnison_Berlin_multi,BRXFUPCHPW,FhLzAaQUQAX4AAACHQAAAAZIAAEDbwAAECWYEEADwYEEAAxoEEACG4BIQCOYEVABj4BNkBwoBQUAqYBQQCHgAAAACAAAAACAAAECVIAAEAnoAAEAqQAAAAhIAAEAw4AAAADgAAAAVAAAACHABNgAgoAAECIAAAIAaoAOQCIwERACGABNgADIAAEAhAAAEBYoAAECMYAAIAkQAAICXAAAIA2gAAECMQAAAg==,FhLzCaQUQAX4AAACHQAAAAZIAAEDbwAAECWYEEADwYEEAAxoEEACG4BIQCOYEVABj4BNkBwoBQUAqYBQQCHgAAAACAAAAACAAAECVIAAEAnoAAEAqQAAAAhIAAEAw4AAAADgAAAAVAAAACHABNgAgoAAECIAAAIAaoAOQCIwERACGABNgADIAAEAhAAAEBYoAAECMYAAIAkQAAICXAAAIA2gAAECMQAAAg==,FhE80gmgL8AAEOgAADJAAJt4AAksyCAeDIIAY0ggENwkIRzIqAx8JsjhQoKFTCghDwAAAEAAAAQAAJKkAAhPQACFSAAAQkAAhhwAAAcAAAKgAAEOAmwEFAAJEAABA1QHIRGIiBDAJsAGQACEIAAIsUAAkYwAEEiAARLgABBtAACRiAABAA==,FhgAAAAGntBG2AAAB5E80gogAvwAAAEOgAAAAyQAAIG3gAAIEswIIAHgwIIABjQIIAENwCQgEcwIqADHwCbIDhQCgoBUwCggEPAAAAAEAAAAAEAAAIEqQAAIBPQAAIBUgAAABCQAAIBhwAAAAHAAAAAqAAAAEOACbABBQAAIEQAAAQA1QAcgERgIiAEMACbAAGQAAIBCAAAICxQAAIEYwAAQBIgAAQEuAAAQBtAAAIEYgAABAA==
Descriptor_Deck_Division_NL_CLKA_multi,CLKA,NATO,35,Descriptor_Deck_NL_CLKA_multi,YTMZHIDDFK,FhLzAaMUYEUIFDkC1AAAAESAAAACzwAAACsoIpQETwEzEE2oAAECwoAAEChAAAECwgAAEERAAAEA3QAAACjQFDoAG4AAEAFwAAACioFDkFwoFDgDGIFqgCagAAADP4AAAC1wAAEDDwFDkDEYFDkFzwFDgEUgFDkDCwGfMEUAFDgC1oAAACb4FqwCkAFqwC0gAAEFvYAAEBQAAAEA3gAAACh4AAAg,FhLzCaMUYEUIFDkC1AAAAESAAAACzwAAACsoIpQETwEzEE2oAAECwoAAEChAAAECwgAAEERAAAEA3QAAACjQFDoAG4AAEAFwAAACioFDkFwoFDgDGIFqgCagAAADP4AAAC1wAAEDDwFDkDEYFDkFzwFDgEUgFDkDCwGfMEUAFDgC1oAAACb4FqwCkAFqwC0gAAEFvYAAEBQAAAEA3gAAACh4AAAg,FhJmRoxNkUJQ5LUAABEgAACzwAAKyopRE8TMU2oABLCgAEoQAASwgABREAAEN0AACjRQ6AbgAEBcAACipQ5XClDgxiWqCagAAM/gAAtcAATDxQ5MRlDlc8UOEUhQ5MLGfNFAUOC1oAAJvlqwpAWrC0gABW9gAEUAAAQ3gAAKHgAAgA==,FhgAAAAGntBG2AAAB5JmRoxRgRQgUOQLUAAAARIAAAALPAAAAKygilARPATMQTagAAQLCgAAQKEAAAQLCAAAQREAAAQDdAAAAKNAUOgAbgAAQAXAAAAKKgUOQXCgUOAMYgWqAJqAAAAM/gAAALXAAAQMPAUOQMRgUOQXPAUOARSAUOQMLAZ8wRQAUOALWgAAAJvgWrAKQAWrALSAAAQW9gAAQFAAAAQDeAAAAKHgAACA
Descriptor_Deck_Division_ESP_Division_Brunete_multi,DIVISION ACORAZADA 'BRUNETE',NATO,36,Descriptor_Deck_ESP_Division_Brunete_multi,YRPYIWVCNW,FhLzAaQMYK2wAAQVtAAAgbUAABA2oAACBtIAAEDaQAAIG0wAAQNsgAAAreAAAA3mAAABvMAAADZ4AAIK0gNmQVpAbMgrTA3rBWoBvaCtEDe0DbAG9wGzQAAANmgAAAbOAABBXEBuiCuIDdEDgIAAIK3QAAQOrAAAgbrBXJBK0AACB6sFckDgAAAIHZwAAQO2AAAgv0AABA7QAACB1cAAEDbIAAAg,FhLzCaQMYK2wAAQVtAAAgbUAABA2oAACBtIAAEDaQAAIG0wAAQNsgAAAreAAAA3mAAABvMAAADZ4AAIK0gNmQVpAbMgrTA3rBWoBvaCtEDe0DbAG9wGzQAAANmgAAAbOAABBXEBuiCuIDdEDgIAAIK3QAAQOrAAAgbrBXJBK0AACB6sFckDgAAAIHZwAAQO2AAAgv0AABA7QAACB1cAAEDbIAAAg,FhJnJpAtq2wAFW0AAm1AAE2oAAm0gAE2kAAm0wAE2yAAK3gAA3mAAG8wAA2eAAq0jZlWkbMq0zetWob2q0Te02wb3GzQAA2aAAGzgAFXEboq4jdE4CAAq3QAE6sAAm61clK0AAnq1ck4AAAnZwAE7YAAr9AAE7QAAnVwAE2yAACA,FhgAAAAGntBG2AAAB5JnJpAxgrbAABBW0AACBtQAAEDagAAIG0gAAQNpAAAgbTAABA2yAAACt4AAADeYAAAG8wAAANngAAgrSA2ZBWkBsyCtMDesFagG9oK0QN7QNsAb3AbNAAAA2aAAABs4AAEFcQG6IK4gN0QOAgAAgrdAABA6sAACBusFckErQAAIHqwVyQOAAAAgdnAABA7YAACC/QAAEDtAAAIHVwAAQNsgAACA
Descriptor_Deck_Division_FR_Division_du_Rhin_multi,DIVISION DU RHIN,NATO,36,Descriptor_Deck_FR_Division_du_Rhin_multi,RXULWQICMT,FhLzAaQUUEoYAAEEogAAEEqwAAEBOwAAEBOwAAAEpgAAEAtYLiwDHAJSwEpoAAAEpwAAACjIGZgCjIGZgFFQBIQC0wAAEBQAAAEF0QAAEF0IAAIFAAAAEFz4AAEBRoAAEEpIAAECa4AAACHQAAADM4AAEApYA60EJoCQ0EJgB8wFL4BIUCDYBP0DFgBIUDDABIQCeAAAAFFIAAABfQCQwBfIB9ACeAAAAg==,FhLzCaQUUEoYAAEEogAAEEqwAAEBOwAAEBOwAAAEpgAAEAtYLiwDHAJSwEpoAAAEpwAAACjIGZgCjIGZgFFQBIQC0wAAEBQAAAEF0QAAEF0IAAIFAAAAEFz4AAEBRoAAEEpIAAECa4AAACHQAAADM4AAEApYA60EJoCQ0EJgB8wFL4BIUCDYBP0DFgBIUDDABIQCeAAAAFFIAAABfQCQwBfIB9ACeAAAAg==,FhHuGkE1ShgAFKIAAUqwABE7AAETsAAEpgABC1riwxwlLEpoAASnAAAoyZmCjJmYUVBIQtMAARQAABXRAAFdCAAlAAABXPgAEUaAAUpIABJrgAAh0AADM4ABClg61CaJDUJgfMUvhIUg2E/TFgSFMMBIQngAAFFIAAF9CQwXyH0CeAAAIA==,FhgAAAAGntBG2AAAB5HuGkFFBKGAABBKIAABBKsAABATsAABATsAAABKYAABALWC4sAxwCUsBKaAAABKcAAAAoyBmYAoyBmYBRUASEAtMAABAUAAABBdEAABBdCAACBQAAABBc+AABAUaAABBKSAABAmuAAAAh0AAAAzOAABAKWAOtBCaAkNBCYAfMBS+ASFAg2AT9AxYASFAwwASEAngAAABRSAAAAX0AkMAXyAfQAngAAAIA==
Descriptor_Deck_Division_ESP_Division_Guzman_multi,DIVISIÓN DE INF. MECA. 'GUZMÁN EL BUENO',NATO,35,Descriptor_Deck_ESP_Division_Guzman_multi,SBLGBPYCPB,FhLzAaMUQDZoAAAGIQAAAGIQAAEDcYAAEDcYAAEGHAG50GIAG5kGIAG5kGIAG5kGIAG5kGH4G5kFagGzADbAG4gFbAG9QDcgAAEFcYGzAGHoAAEFcAAAEFcAAAEFcAAAADbIAAAFbIAAADgIAAEFcQG6IFd4M7EDqwAAEE9wK5AE+gAAAGG4K5EDtwAAEGcAAAEGe4AAEDtoAAEGdwAAAGIgAAAg,FhLzCaMUQDZoAAAGIQAAAGIQAAEDcYAAEDcYAAEGHAG50GIAG5kGIAG5kGIAG5kGIAG5kGH4G5kFagGzADbAG4gFbAG9QDcgAAEFcYGzAGHoAAEFcAAAEFcAAAEFcAAAADbIAAAFbIAAADgIAAEFcQG6IFd4M7EDqwAAEE9wK5AE+gAAAGG4K5EDtwAAEGcAAAEGe4AAEDtoAAEGdwAAAGIgAAAg,FhJy5oxNDZoAAYhAABiEAATcYABNxgAFhwbnWIBuZYgG5liAbmWIBuZYfm5lWobMDbBuIVsG9Q3IAAVcZswYegAFXAAAVcAABVwAAA2yAAFbIAAOAgAFXEbold7OxOrAAFPcrkE+gAAYbq5E7cAAWcAABZ7gAE7aAAWdwAAYiAAAgA==,FhgAAAAGntBG2AAAB5Jy5oxRANmgAAAYhAAAAYhAAAQNxgAAQNxgAAQYcAbnQYgAbmQYgAbmQYgAbmQYgAbmQYfgbmQVqAbMANsAbiAVsAb1ANyAAAQVxgbMAYegAAQVwAAAQVwAAAQVwAAAANsgAAAVsgAAAOAgAAQVxAbogV3gzsQOrAAAQT3ArkAT6AAAAYbgrkQO3AAAQZwAAAQZ7gAAQO2gAAQZ3AAAAYiAAACA
Descriptor_Deck_Division_BEL_Division_Mobilisation_multi,DIVMOB,NATO,35,Descriptor_Deck_BEL_Division_Mobilisation_multi,RDLOBTRYXO,FhLzAaMUUE0AAAABgoAAIFvgGdQDG4FdEFwIGdUFvQHEQDB4JZADB4JZIFwAGdYFwAGdQClAE2gCcYFdEF0YIOACbIAAAEsYAAAEsYAAAFvAGeUCt4AAECawAAADOgAAADOgAAADTIAAAC2AAAAC2AAAAC14AAEEsIAAABOIAAECjAGeUCjAGeUFwwAAAESoFdEDVIAAEDVIAAEEBYAAEDUQAAAg,FhLzCaMUUE0AAAABgoAAIFvgGdQDG4FdEFwIGdUFvQHEQDB4JZADB4JZIFwAGdYFwAGdQClAE2gCcYFdEF0YIOACbIAAAEsYAAAEsYAAAFvAGeUCt4AAECawAAADOgAAADOgAAADTIAAAC2AAAAC2AAAAC14AAEEsIAAABOIAAECjAGeUCjAGeUFwwAAAESoFdEDVIAAEDVIAAEEBYAAEDUQAAAg,FhJlxoxNU0AAAGCgAJb4Z1DG5XRXAmdVb0cRDB6WQMHpZJcAZ1lwBnUKUE2gnGV0V0aDgJsgABLGAAEsYAAW8GeUreAASawAAM6AAAzoAADTIAALYAAAtgAAC14ABSwgAATiAASjBnlKMGeVcMAAESpXRNUgAE1SAAUBYABNRAAAgA==,FhgAAAAGntBG2AAAB5JlxoxRQTQAAAAGCgAAgW+AZ1AMbgV0QXAgZ1QW9AcRAMHglkAMHglkgXAAZ1gXAAZ1AKUATaAJxgV0QXRgg4AJsgAAASxgAAASxgAAAW8AZ5QK3gAAQJrAAAAM6AAAAM6AAAANMgAAALYAAAALYAAAALXgAAQSwgAAAE4gAAQKMAZ5QKMAZ5QXDAAAARKgV0QNUgAAQNUgAAQQFgAAQNRAAACA
Descriptor_Deck_Division_UK_London_HDR_multi,H.D.R. LONDON,NATO,36,Descriptor_Deck_UK_London_HDR_multi,TJFOATBNKZ,FhLzAaQUUFr4EREFr4EREFsAEREFsAEREGcgEVEGcoEVACOYEREFrwLWsFsYLV0GcYEVEGcYEVAFogAAEFowAAEFo4AAEFpoAAECJwAAEAfYAAEGdQAAECLQEVEGcQLVkFpwAAECKoEVEFpIERECUwERECL4AAECMQAAEDQ4AAABtYAAAGbgAAAFrIAAEFroAAEFrYAAIFrgAAEFpAM3UEKIAAEAwYAAAg==,FhLzCaQUUFr4EREFr4EREFsAEREFsAEREGcgEVEGcoEVACOYEREFrwLWsFsYLV0GcYEVEGcYEVAFogAAEFowAAEFo4AAEFpoAAECJwAAEAfYAAEGdQAAECLQEVEGcQLVkFpwAAECKoEVEFpIERECUwERECL4AAECMQAAEDQ4AAABtYAAAGbgAAAFrIAAEFroAAEFrYAAIFrgAAEFpAM3UEKIAAEAwYAAAg==,FhJxBpBNVr5ERWvkRFbAREVsBERZyEVFnKRUCOZERWvLWtbGtXWcZFRZxkVBaIAAVowABWjgAFaaAASJwABB9gAFnUAASLRFRZxLVlacAASKpFRWkkRElMRESL4ABIxAAE0OAABtYAAZuAABayAAVroABWtgAJa4AAVpDN1QogAEMGAACA==,FhgAAAAGntBG2AAAB5JxBpBRQWvgREQWvgREQWwAREQWwAREQZyARUQZygRUAI5gREQWvAtawWxgtXQZxgRUQZxgRUAWiAAAQWjAAAQWjgAAQWmgAAQInAAAQB9gAAQZ1AAAQItARUQZxAtWQWnAAAQIqgRUQWkgREQJTAREQIvgAAQIxAAAQNDgAAAG1gAAAZuAAAAWsgAAQWugAAQWtgAAgWuAAAQWkAzdQQogAAQDBgAACA==
Descriptor_Deck_Division_DK_Jyske_multi,JYSKE DIVISION,NATO,36,Descriptor_Deck_DK_Jyske_multi,GURYHOMCRY,FhLzAaQUUGZAAAEGSYAAAGQYAAAGVAAAEGTIAAEGS4AAEGQ4AAEGSwAAAGT4AAAGSoAAEGawAAIGWAMlEGVwMoAIT4MlEGYoAAEGRQMwgGRQMwkGRIMwkGWIMlEGYgAAEIXQAAEIXgAAEIXwAAEIUAAAAGSAMwgGSAMwgGUYAAMGV4MlEGXIMnkGXIMnkGXIMnoGaQMhAGP4MlEGVoMhEIiIMhEGRoMlAg==,FhLzCaQUUGZAAAEGSYAAAGQYAAAGVAAAEGTIAAEGS4AAEGQ4AAEGSwAAAGT4AAAGSoAAEGawAAIGWAMlEGVwMoAIT4MlEGYoAAEGRQMwgGRQMwkGRIMwkGWIMlEGYgAAEIXQAAEIXgAAEIXwAAEIUAAAAGSAMwgGSAMwgGUYAAMGV4MlEGXIMnkGXIMnkGXIMnoGaQMhAGP4MlEGVoMhEIiIMhEGRoMlAg==,FhJzRpBNWZAABZJgABkGAAGVAABZMgAFkuAAWQ4ABZLAABk+AAGSoABZrAAJlgyUWVzKAhPslFmKAAWRTMIZFMwlkSzCWWLJRZiAAGF0AAYXgABhfAAGFAAAGSDMIZIMwhlGAA2V7JRZcsnllyyeWXLJ6ZpMhBj+yUWVrIRiIshFkayUCA==,FhgAAAAGntBG2AAAB5JzRpBRQZkAAAQZJgAAAZBgAAAZUAAAQZMgAAQZLgAAQZDgAAQZLAAAAZPgAAAZKgAAQZrAAAgZYAyUQZXAygAhPgyUQZigAAQZFAzCAZFAzCQZEgzCQZYgyUQZiAAAQhdAAAQheAAAQhfAAAQhQAAAAZIAzCAZIAzCAZRgAAwZXgyUQZcgyeQZcgyeQZcgyegZpAyEAY/gyUQZWgyEQiIgyEQZGgyUCA==
Descriptor_Deck_Division_UK_5th_Airborne_Brigade_multi,MNAD,NATO,36,Descriptor_Deck_UK_5th_Airborne_Brigade_multi,DXKFNWMLIP,FhLzAaQUUERAAAEBIoAAEDUwAAEDXwAAICuYAAIDAYIN4DAYIN4DAgIOIDBoGKUDGYIRkDGgFdMDhYAAEDT4AAEBPoAAECOAAAEDhoAAECnoAAECMQAAEESoFdEDhgAAECNwAAADx4GKYBggAAADFQAAEES4AAEAqgGKUAqgGKUC5IFDkETYB84DEAEVEBfYB9EETgIN0BtgGKYDUYAAECnAAAEE6YEVAg==,FhLzCaQUUERAAAEBIoAAEDUwAAEDXwAAICuYAAIDAYIN4DAYIN4DAgIOIDBoGKUDGYIRkDGgFdMDhYAAEDT4AAEBPoAAECOAAAEDhoAAECnoAAECMQAAEESoFdEDhgAAECNwAAADx4GKYBggAAADFQAAEES4AAEAqgGKUAqgGKUC5IFDkETYB84DEAEVEBfYB9EETgIN0BtgGKYDUYAAECnAAAEE6YEVAg==,FhHtGkE1REAAESKAATUwABNfAAIrmAAjAaDeMBoN4wIg4jBpilMZoRkxoV0zhYABNPgAET6AASOAABOGgAEp6AASMQABRKldE4YAASNwAAPHmKYYIAADFQABRLgAEKoYpQqhilLklDlE2HzjEBFRF9h9FE4g3RthimNRgAEpwAAU6ZFQIA==,FhgAAAAGntBG2AAAB5HtGkFFBEQAABASKAABA1MAABA18AACArmAACAwGCDeAwGCDeAwICDiAwaBilAxmCEZAxoBXTA4WAABA0+AABAT6AABAjgAABA4aAABAp6AABAjEAABBEqBXRA4YAABAjcAAAA8eBimAYIAAAAxUAABBEuAABAKoBilAKoBilAuSBQ5BE2AfOAxABFRAX2AfRBE4CDdAbYBimA1GAABApwAABBOmBFQIA==
Descriptor_Deck_Division_RFA_TerrKdo_Sud_multi,TERRITORIALKOMMANDO SÜD,NATO,37,Descriptor_Deck_RFA_TerrKdo_Sud_multi,DEHWUWMIWE,FhLzAaUUUDbgAAABMwAAABMwAAAAWAAAEBAgB9AAtAB80ApYB9UEJoISEBOAB80BfgB9EBj4JR0BwYBOkBwgBOgAVwAAAAVwAAABlYDBgACQAAAACQAAEBtIAAABGIAAABOwAAABOwAAAEpABOoByQB80Ap4AAEBxgAAEAt4B9ECSoAAABHQAAABogDBkAiQAAEBxoAAEAkYAAEA/oAAEA/gAAEBZgAAEBwgBOgg,FhLzCaUUUDbgAAABMwAAABMwAAAAWAAAEBAgB9AAtAB80ApYB9UEJoISEBOAB80BfgB9EBj4JR0BwYBOkBwgBOgAVwAAAAVwAAABlYDBgACQAAAACQAAEBtIAAABGIAAABOwAAABOwAAAEpABOoByQB80Ap4AAEBxgAAEAt4B9ECSoAAABHQAAABogDBkAiQAAEBxoAAEAkYAAEA/oAAEA/gAAEBZgAAEBwgBOgg,FhF4aUTU24AABMwAAEzAAAFgAARAgfQC0B80KWH1UJqEhE4B80X4H0Rj6UdHBhOkcIE6AVwAABXAAAZWMGACQAAAJAAEbSAABGIAAE7AAATsAAEpATqHJB80KeAARxgABC3h9EkqAABHQAAGiDBkIkAARxoABCRgAEP6AAQ/gABFmAAEcIE6CA==,FhgAAAAGntBG2AAAB5F4aUUUDbgAAABMwAAABMwAAAAWAAAEBAgB9AAtAB80ApYB9UEJoISEBOAB80BfgB9EBj4JR0BwYBOkBwgBOgAVwAAAAVwAAABlYDBgACQAAAACQAAEBtIAAABGIAAABOwAAABOwAAAEpABOoByQB80Ap4AAEBxgAAEAt4B9ECSoAAABHQAAABogDBkAiQAAEBxoAAEAkYAAEA/oAAEA/gAAEBZgAAEBwgBOgg=
Descriptor_Deck_Division_DK_Ostre_Landkommando_multi,ØSTRE LANDKOMMANDO,NATO,37,Descriptor_Deck_DK_Ostre_Landkommando_multi,BUMNBOTIBN,FhLzAaUUUGaoMhAGWgMhEGWoMhEGXAMnkGXIMnkGXIMnkGVoMhAGP4MlMGZoM8UGUYAAAGTYAAEGa4AAEGZ4AAEGbAAAEGbAAAAGT4AAEGVwMoIGZQMlEGawAAEISgAAEGWIMlEGWQMlEGQQAAEGRQMwkH6YAAEIXIAAEGX4AAEGPwAAEGXwAAEGZAAAAGQYAAAGVAAAAGVAAAAGYwAAAGSQMwgGSIMwkGRQMwgg,FhLzCaUUUGaoMhAGWgMhEGWoMhEGXAMnkGXIMnkGXIMnkGVoMhAGP4MlMGZoM8UGUYAAAGTYAAEGa4AAEGZ4AAEGbAAAEGbAAAAGT4AAEGVwMoIGZQMlEGawAAEISgAAEGWIMlEGWQMlEGQQAAEGRQMwkH6YAAEIXIAAEGX4AAEGPwAAEGXwAAEGZAAAAGQYAAAGVAAAAGVAAAAGYwAAAGSQMwgGSIMwkGRQMwgg,FhJzZpRNWarIQZaMhFlqyEWXDJ5ZcsnllyyeWVrIQY/slNmazxWUYAAZNgAFmuAAWZ4ABZsAAFmwAAGT4ABZXMoJmUyUWawABhKAAFliyUWWTJRZBAAFkUzCX6YABhcgAFl+AAWPwABZfAAFmQAAGQYAAZUAABlQAAGYwAAZJMwhkizCWRTMIIA=,FhgAAAAGntBG2AAAB5JzZpRRQZqgyEAZaAyEQZagyEQZcAyeQZcgyeQZcgyeQZWgyEAY/gyUwZmgzxQZRgAAAZNgAAQZrgAAQZngAAQZsAAAQZsAAAAZPgAAQZXAyggZlAyUQZrAAAQhKAAAQZYgyUQZZAyUQZBAAAQZFAzCQfpgAAQhcgAAQZfgAAQY/AAAQZfAAAQZkAAAAZBgAAAZUAAAAZUAAAAZjAAAAZJAzCAZIgzCQZFAzCCA
Descriptor_Deck_Division_SOV_1_Gds_Rifle_multi,1-YA GV. MOTOSTRELK. DIV.,PACT,36,Descriptor_Deck_SOV_1_Gds_Rifle_multi,LSBHESYHAT,FhLzEaQUQDZAAAAAMwAAAAMwAAEFWAOqgDC4OqkDC4OqkA0YAXUEBIAXUBe4Bn0BrYBokALAAAAAU4AAEFs4AAEFOoAAEFOoAAEFOoAAEHUQAAEHUIAAEF+IAAEAcQBq0AtQIgkHVAAAAFYABq0AUwAAEAKYAAEAKgAAEBAQAAEE4YAAEE4YAAEE4gAAEHUYAAEByIAAEEvYAAEF1AAAIHUoAAEEGwAAAg==,FhLzGaQUQDZAAAAAMwAAAAMwAAEFWAOqgDC4OqkDC4OqkA0YAXUEBIAXUBe4Bn0BrYBokALAAAAAU4AAEFs4AAEFOoAAEFOoAAEFOoAAEHUQAAEHUIAAEF+IAAEAcQBq0AtQIgkHVAAAAFYABq0AUwAAEAKYAAEAKgAAEBAQAAEE4YAAEE4YAAEE4gAAEHUYAAEByIAAEEvYAAEF1AAAIHUoAAEEGwAAAg==,FhJ0hpBNDZAAAAzAAADMAAVWDqoMLuqkwu6qQ0YF1QEgXUXuGfRrYaJAsAAAFOAAVs4ABU6gAFTqAAVOoABdRAAF1CAAV+IABBxBq0LUiCXVAAAVgBq0FMAAQKYABAqAAEQEAAU4YABThgAFOIAAXUYABHIgAFL2AAV1AACdSgAFBsAACA==,FhgAAAAGntBG2AAAB5J0hpBRANkAAAAAzAAAAAzAAAQVYA6qAMLg6qQMLg6qQDRgBdQQEgBdQF7gGfQGtgGiQAsAAAABTgAAQWzgAAQU6gAAQU6gAAQU6gAAQdRAAAQdQgAAQX4gAAQBxAGrQC1AiCQdUAAAAVgAGrQBTAAAQApgAAQAqAAAQEBAAAQThgAAQThgAAQTiAAAQdRgAAQHIgAAQS9gAAQXUAAAgdSgAAQQbAAACA==
Descriptor_Deck_Division_TCH_1_Tank_multi,1. TANKOVA DIVIZE,PACT,34,Descriptor_Deck_TCH_1_Tank_multi,PLLMVQMOND,FhLzEaIUUCewAAAFMgAAAFMgAAADMQAAEFMYE+0FMYE+0EzQE+EEzQE+AFCYF6ACbwGcwCiIAAAEqYAAEDL4AAEDL4AAEDL4AAEDLYAAIDLoAAIDLoAAEFyQAAEFAIAAACfIAAEFCoKw4FDQGc4ECAAAAECAAAAC2IAAEDroAAEFLYAAIFkoAAEDu4AAEFkYAAIFyIAAADpIAAAE7IGcwg==,FhLzGaIUUCewAAAFMgAAAFMgAAADMQAAEFMYE+0FMYE+0EzQE+EEzQE+AFCYF6ACbwGcwCiIAAAEqYAAEDL4AAEDL4AAEDL4AAEDLYAAIDLoAAIDLoAAEFyQAAEFAIAAACfIAAEFCoKw4FDQGc4ECAAAAECAAAAC2IAAEDroAAEFLYAAIFkoAAEDu4AAEFkYAAIFyIAAADpIAAAE7IGcwg==,FhJnpohNSewAAUyAABTIAADMQABUxk+1TGT7UzRPhTNE+BQmXoCbxnMKIgABKmAATL4ABMvgAEy+AATLYACMugAIy6AAVyQABUAgAAnyAAVCqsOUNGc5AgAAECAAALYgAE66AAVLYACWSgAE7uAAVkYACXIgAA6SAAE7JnMI,FhgAAAAGntBG2AAAB5JnpohRQJ7AAAAUyAAAAUyAAAAMxAAAQUxgT7QUxgT7QTNAT4QTNAT4AUJgXoAJvAZzAKIgAAASpgAAQMvgAAQMvgAAQMvgAAQMtgAAgMugAAgMugAAQXJAAAQUAgAAAJ8gAAQUKgrDgUNAZzgQIAAAAQIAAAALYgAAQOugAAQUtgAAgWSgAAQO7gAAQWRgAAgXIgAAAOkgAAATsgZzCA==
Descriptor_Deck_Division_SOV_119IndTkBrig_multi,119-Y OTD. TANK. POLK,PACT,35,Descriptor_Deck_SOV_119IndTkBrig_multi,SKNOKFFZJC,FhLzEaMUQAcAAXEA7oAAEAOgAAEAOYAAEA0wAAAAKIAAAAKIAAEAKIAAACCgAAIAcIDSQAzYAAEBsgAAEBCwAAEBCwAAADxoB7gCtgHowALAAAAAboBqwAKYAAAAKoAAAAbYBn8A0gDSYAcYDSYCSYBqwCCgAAAA1IAAAAL4AAABm4BokAzIAAAA0IAAAA0IAAAA9QAAEBIgAAEBIgAAEEEwAAAg,FhLzGaMUQAcAAXEA7oAAEAOgAAEAOYAAEA0wAAAAKIAAAAKIAAEAKIAAACCgAAIAcIDSQAzYAAEBsgAAEBCwAAEBCwAAADxoB7gCtgHowALAAAAAboBqwAKYAAAAKoAAAAbYBn8A0gDSYAcYDSYCSYBqwCCgAAAA1IAAAAL4AAABm4BokAzIAAAA0IAAAA0IAAAA9QAAEBIgAAEBIgAAEEEwAAAg,FhIwzRiaA4ALiHdAAIHQAAgcwACGmAAAFEAAAUQACBRAABBQABA4RpIGbAAI2QAAiFgACIWAAB40PcFbD0YBYAAAN0NWAUwAABVAAANsM/hpBpMDjGkxJMNWEFAAAGpAAAF8AADNw0SGZAAAaEAABoQAAHqAAIkQAAiRAACgmAABAA==,FhgAAAAGntBG2AAAB5IwzRiiADgAC4gHdAAAgB0AAAgBzAAAgGmAAAABRAAAABRAAAgBRAAAAQUAABADhAaSAGbAAAgNkAAAgIWAAAgIWAAAAeNAPcAVsA9GABYAAAADdANWABTAAAABVAAAADbAM/gGkAaTADjAaTASTANWAQUAAAAGpAAAABfAAAAM3ANEgGZAAAAGhAAAAGhAAAAHqAAAgJEAAAgJEAAAggmAAAEA
Descriptor_Deck_Division_POL_15_Zmechanizowana_multi,15 DYW. ZMECHANIZOWANA,PACT,38,Descriptor_Deck_POL_15_Zmechanizowana_multi,DBRYSLKAFC,FhLzEaYUUDNIAAEC+gAAACvQAAADgQAAEIWoA0YChgGlUISoA0UC8IE90C8AE90IWwMYUEXYMYQF/AMYQBewB9wCeYAAACtYFdwC6wGQwBHYAAADJgAAIDJ4AAEF+4AAEF+4AAAAjAAAAEGIAAMChQIqoEugFXAF+wF+QAaQAAADQAAAEC3QF8UBjAAAEGKoAAEAO4AAED5YAAEGKwAAED5gAAED5AAAEIuQAAEGLAAAAg==,FhLzGaYUUDNIAAEC+gAAACvQAAADgQAAEIWoA0YChgGlUISoA0UC8IE90C8AE90IWwMYUEXYMYQF/AMYQBewB9wCeYAAACtYFdwC6wGQwBHYAAADJgAAIDJ4AAEF+4AAEF+4AAAAjAAAAEGIAAMChQIqoEugFXAF+wF+QAaQAAADQAAAEC3QF8UBjAAAEGKoAAEAO4AAED5YAAEGKwAAED5gAAED5AAAEIuQAAEGLAAAAg==,FhJyhphNTNIABL6AAAr0AADgQABhag0YoYaVYSoNFLwk90vAT3YWzGFRdsYRfwxhBewfcJ5gAArWV3C6xkMEdgAAyYAAjJ4ABX7gAFfuAAAjAAAQYgAMoUiqkuhVwX7F+QGkAADQAABLdF8UYwAAWKoABA7gAE+WAAWKwABPmAAE+QAAYuQABYsAAAg=,FhgAAAAGntBG2AAAB5JyhphRQM0gAAQL6AAAAK9AAAAOBAAAQhagDRgKGAaVQhKgDRQLwgT3QLwAT3QhbAxhQRdgxhAX8AxhAF7AH3AJ5gAAAK1gV3ALrAZDAEdgAAAMmAAAgMngAAQX7gAAQX7gAAACMAAAAQYgAAwKFAiqgS6AVcAX7AX5ABpAAAANAAAAQLdAXxQGMAAAQYqgAAQA7gAAQPlgAAQYrAAAQPmAAAQPkAAAQi5AAAQYsAAACA==
